,101,Rok,Cislo,Strana,URL
147,1601477,1909,24.0,9.0,https://www.ndk.cz/view/uuid:c108ed14-435d-11dd-b505-00145e5790ea?page=uuid:300fcc82-4865-4967-8b9d-0e5ed2d4171d
148,1597546,1928,81.0,9.0,https://www.ndk.cz/view/uuid:4c916280-8bda-11dc-a016-000d606f5dc6?page=uuid:4a1ded1b-b7b1-4a76-afc2-b778972efbef
149,1597581,1938,628.0,10.0,https://www.ndk.cz/view/uuid:733c05e0-783b-11dd-b28d-000d606f5dc6?page=uuid:613faeec-922a-4468-8882-326ff2335800
150,1606170,1938,628.0,10.0,https://www.ndk.cz/view/uuid:733c05e0-783b-11dd-b28d-000d606f5dc6?page=uuid:613faeec-922a-4468-8882-326ff2335800
151,1597755,1936,491.0,8.0,https://www.ndk.cz/view/uuid:480d3ed0-30be-11dd-b377-000d606f5dc6?page=uuid:eef4183d-fba5-4644-bc4c-162bd07eefa3
152,1606559,1936,491.0,8.0,https://www.ndk.cz/view/uuid:480d3ed0-30be-11dd-b377-000d606f5dc6?page=uuid:eef4183d-fba5-4644-bc4c-162bd07eefa3
153,1597794,1939,344.0,1.0,https://www.ndk.cz/view/uuid:43600ed0-530a-11dd-90e0-000d606f5dc6?page=uuid:3a08e8b8-0ad8-4378-88d6-39ba3dca3848
154,1597827,1943,31.0,7.0,https://www.ndk.cz/view/uuid:5ee2fb80-703e-11dd-8979-000d606f5dc6?page=uuid:1227b57c-2f97-4880-a5af-6e172a05d11f
155,1632917,1943,31.0,7.0,https://www.ndk.cz/view/uuid:5ee2fb80-703e-11dd-8979-000d606f5dc6?page=uuid:1227b57c-2f97-4880-a5af-6e172a05d11f
156,1597838,1935,639.0,10.0,https://www.ndk.cz/view/uuid:91ddbfa0-269e-11dd-a9a1-000d606f5dc6?page=uuid:8e4e516e-6054-4ee7-bff6-61d4f9c2a671
157,1626722,1935,639.0,10.0,https://www.ndk.cz/view/uuid:91ddbfa0-269e-11dd-a9a1-000d606f5dc6?page=uuid:8e4e516e-6054-4ee7-bff6-61d4f9c2a671
158,1597875,1941,326.0,4.0,https://www.ndk.cz/view/uuid:5fb72350-6dec-11dd-9068-000d606f5dc6?page=uuid:3022bb94-2809-4541-af6c-3586906edd18
159,1598035,1936,122.0,8.0,https://www.ndk.cz/view/uuid:d90ea020-2cb5-11dd-a50a-000d606f5dc6?page=uuid:0624c67d-9350-4606-961f-302997a505c4
160,1598406,1919,161.0,1.0,https://www.ndk.cz/view/uuid:268b2da0-61e6-11dc-aac4-000d606f5dc6?page=uuid:4aedb96e-9948-4876-acbe-fdfd47b36190
161,1598559,1935,453.0,1.0,https://www.ndk.cz/view/uuid:9e36c270-25da-11dd-a281-000d606f5dc6?page=uuid:3aeb6638-2e91-4a32-ba84-e819d78f616c
162,1598653,1938,310.0,2.0,https://www.ndk.cz/view/uuid:d883e630-83f2-11dd-b276-000d606f5dc6?page=uuid:461282a6-6afe-4301-b8fc-6d2b23ca05ce
163,1598743,1939,617.0,9.0,https://www.ndk.cz/view/uuid:e674aa70-53e3-11dd-8b5a-000d606f5dc6?page=uuid:98445d48-7ed2-443f-b1c7-d9a12dfd0a6e
164,1633983,1939,617.0,9.0,https://www.ndk.cz/view/uuid:e674aa70-53e3-11dd-8b5a-000d606f5dc6?page=uuid:98445d48-7ed2-443f-b1c7-d9a12dfd0a6e
165,1598769,1941,487.0,9.0,https://www.ndk.cz/view/uuid:ee6513f0-6cf2-11dd-be19-000d606f5dc6?page=uuid:017b3d4c-f975-4f4c-a20a-987a9cb61e26
166,1645965,1941,487.0,9.0,https://www.ndk.cz/view/uuid:ee6513f0-6cf2-11dd-be19-000d606f5dc6?page=uuid:017b3d4c-f975-4f4c-a20a-987a9cb61e26
167,1646187,1941,487.0,9.0,https://www.ndk.cz/view/uuid:ee6513f0-6cf2-11dd-be19-000d606f5dc6?page=uuid:017b3d4c-f975-4f4c-a20a-987a9cb61e26
168,1598924,1939,327.0,9.0,https://www.ndk.cz/view/uuid:46d7a630-5306-11dd-ab90-000d606f5dc6?page=uuid:629b3c99-fe7f-4256-a1f0-d63707fc6b27
169,1598955,1944,124.0,5.0,https://www.ndk.cz/view/uuid:89884a70-7ab6-11dd-a723-000d606f5dc6?page=uuid:c0e7dcce-dcf2-4a98-8ee8-69d52b95d765
170,1598955,1944,124.0,5.0,https://www.ndk.cz/view/uuid:9aa42c70-7ab6-11dd-8c90-000d606f5dc6?page=uuid:5a191e66-0971-4a8e-8d22-eb7385a63c9c
171,1599137,1936,210.0,7.0,https://www.ndk.cz/view/uuid:e0a5c2d0-2e1a-11dd-8201-000d606f5dc6?page=uuid:6e137627-4ce0-4c76-8ec2-59a390e33a09
172,1601335,1936,210.0,7.0,https://www.ndk.cz/view/uuid:e0a5c2d0-2e1a-11dd-8201-000d606f5dc6?page=uuid:6e137627-4ce0-4c76-8ec2-59a390e33a09
173,1599190,1938,122.0,9.0,https://www.ndk.cz/view/uuid:25b74a70-48e6-11dd-85d8-000d606f5dc6?page=uuid:62209495-b321-4a93-be27-efd2cb5dfcb1
174,1628823,1938,122.0,9.0,https://www.ndk.cz/view/uuid:25b74a70-48e6-11dd-85d8-000d606f5dc6?page=uuid:62209495-b321-4a93-be27-efd2cb5dfcb1
175,1599372,1944,91.0,1.0,https://www.ndk.cz/view/uuid:20f609b0-6e05-11dd-8f7a-000d606f5dc6?page=uuid:8fc699ce-ffc4-4b84-8d78-c920195ff49e
176,1599372,1944,91.0,1.0,https://www.ndk.cz/view/uuid:5ef52980-6e05-11dd-812a-000d606f5dc6?page=uuid:07cad20d-88fe-40eb-ad34-e9c9b3a0ae32
177,1599474,1936,87.0,7.0,https://www.ndk.cz/view/uuid:087ceb90-2695-11dd-9d34-000d606f5dc6?page=uuid:f27785f4-e036-4141-b1a3-4f81d9b2e5b2
178,1599483,1936,163.0,7.0,https://www.ndk.cz/view/uuid:550e3570-2e0d-11dd-b8ea-000d606f5dc6?page=uuid:1d3838d4-5551-4ad9-8ec8-0b7e25b9061e
179,1599935,1943,299.0,9.0,https://www.ndk.cz/view/uuid:3eced9d0-752b-11dd-a979-000d606f5dc6?page=uuid:c0f64505-d054-4582-b901-ab9bc0bb3d4d
180,1601681,1943,299.0,9.0,https://www.ndk.cz/view/uuid:3eced9d0-752b-11dd-a979-000d606f5dc6?page=uuid:c0f64505-d054-4582-b901-ab9bc0bb3d4d
181,1599937,1943,266.0,6.0,https://www.ndk.cz/view/uuid:2e018af0-6eb2-11dd-81e3-000d606f5dc6?page=uuid:c9ad3609-515f-4219-a41f-fe18f0f7f7aa
182,1629610,1943,266.0,6.0,https://www.ndk.cz/view/uuid:2e018af0-6eb2-11dd-81e3-000d606f5dc6?page=uuid:c9ad3609-515f-4219-a41f-fe18f0f7f7aa
183,1599943,1943,25.0,7.0,https://www.ndk.cz/view/uuid:391fbe80-6f88-11dd-bc04-000d606f5dc6?page=uuid:5f301345-d9ca-43d4-82b0-773e38b03aa5
184,1599951,1943,132.0,2.0,https://www.ndk.cz/view/uuid:171bac20-6d00-11dd-aea7-000d606f5dc6?page=uuid:b84d82f4-8eb1-44b0-8007-2c72b64d0ad5
185,1599952,1943,10.0,6.0,https://www.ndk.cz/view/uuid:71375bb0-6e08-11dd-98af-000d606f5dc6?page=uuid:159c4f7c-e60b-4091-a31d-82d8dce2984c
186,1611801,1943,10.0,6.0,https://www.ndk.cz/view/uuid:71375bb0-6e08-11dd-98af-000d606f5dc6?page=uuid:159c4f7c-e60b-4091-a31d-82d8dce2984c
187,1600541,1935,639.0,9.0,https://www.ndk.cz/view/uuid:91ddbfa0-269e-11dd-a9a1-000d606f5dc6?page=uuid:b5712898-979d-4174-af79-7477ea997075
188,1600672,1943,292.0,2.0,https://www.ndk.cz/view/uuid:06318340-7529-11dd-b4e4-000d606f5dc6?page=uuid:87274fbd-8eeb-4023-aa28-62e3a11a2019
189,1601222,1938,591.0,3.0,https://www.ndk.cz/view/uuid:6ad88f00-75c4-11dd-a2fc-000d606f5dc6?page=uuid:e7aca5d4-f200-4c45-be49-eb264dff6010
190,1601224,1936,288.0,7.0,https://www.ndk.cz/view/uuid:e74e5cb0-2f04-11dd-b090-000d606f5dc6?page=uuid:fdaba3f9-a6b2-4a2d-8a67-65a8617b8477
191,1631011,1936,288.0,7.0,https://www.ndk.cz/view/uuid:e74e5cb0-2f04-11dd-b090-000d606f5dc6?page=uuid:fdaba3f9-a6b2-4a2d-8a67-65a8617b8477
192,1601229,1939,44.0,1.0,https://www.ndk.cz/view/uuid:9fd06b90-5348-11dd-9f57-000d606f5dc6?page=uuid:949f03a7-2b8c-43d8-ac3b-74fc22e5e14c
193,1601231,1939,43.0,1.0,https://www.ndk.cz/view/uuid:88e03a50-5348-11dd-8e4d-000d606f5dc6?page=uuid:bf8873b9-54cd-4589-ae93-3b15a12d9855
194,1601233,1935,547.0,9.0,https://www.ndk.cz/view/uuid:d633c4a0-267c-11dd-a71b-000d606f5dc6?page=uuid:75500198-aa90-4197-97de-45131853dccb
195,1601310,1901,219.0,2.0,https://www.ndk.cz/view/uuid:b7b5d705-435d-11dd-b505-00145e5790ea?page=uuid:06fda20d-2cb0-40fd-beed-7b0711bb8d08
196,1601320,1936,450.0,7.0,https://www.ndk.cz/view/uuid:b89d6ee0-36c7-11dd-a7f9-000d606f5dc6?page=uuid:bea900bb-f6a3-4005-a445-7aa47cf43a84
197,1648641,1936,450.0,7.0,https://www.ndk.cz/view/uuid:b89d6ee0-36c7-11dd-a7f9-000d606f5dc6?page=uuid:bea900bb-f6a3-4005-a445-7aa47cf43a84
198,1601336,1936,228.0,1.0,https://www.ndk.cz/view/uuid:a83b5f20-2e44-11dd-98d1-000d606f5dc6?page=uuid:87ff41e0-4a4c-4b33-bd03-c5f0dc885f49
199,1601389,1936,37.0,9.0,https://www.ndk.cz/view/uuid:f6b007f0-393e-11dd-b09b-000d606f5dc6?page=uuid:ad0f7ccd-df16-4f60-aae3-bfb2953a5196
200,1610201,1936,37.0,9.0,https://www.ndk.cz/view/uuid:f6b007f0-393e-11dd-b09b-000d606f5dc6?page=uuid:ad0f7ccd-df16-4f60-aae3-bfb2953a5196
201,1631769,1936,37.0,9.0,https://www.ndk.cz/view/uuid:f6b007f0-393e-11dd-b09b-000d606f5dc6?page=uuid:ad0f7ccd-df16-4f60-aae3-bfb2953a5196
202,1601396,1936,602.0,7.0,https://www.ndk.cz/view/uuid:9a50d0f0-31a7-11dd-ad59-000d606f5dc6?page=uuid:b30ece19-ca7e-4fa3-b69d-c6025ed5b34a
203,1601397,1936,564.0,1.0,https://www.ndk.cz/view/uuid:39067170-3340-11dd-96e2-000d606f5dc6?page=uuid:45c9baf5-a05d-43fb-9a47-d7c05d3284b2
204,1601417,1939,551.0,7.0,https://www.ndk.cz/view/uuid:1c0cccc0-53e5-11dd-8f8f-000d606f5dc6?page=uuid:403d9379-bfc1-4b6b-83d3-a1070859dbb4
205,1641903,1939,551.0,7.0,https://www.ndk.cz/view/uuid:1c0cccc0-53e5-11dd-8f8f-000d606f5dc6?page=uuid:403d9379-bfc1-4b6b-83d3-a1070859dbb4
206,1601475,1919,267.0,2.0,https://www.ndk.cz/view/uuid:25e1ce40-61e6-11dc-b854-000d606f5dc6?page=uuid:f0bd079f-17db-48b0-a550-f4e40aa95775
207,1601797,1903,15.0,3.0,https://www.ndk.cz/view/uuid:b7a49950-435d-11dd-b505-00145e5790ea?page=uuid:23ccf3fa-96cd-4fab-822a-bb46d4454296
208,1601807,1901,39.0,2.0,https://www.ndk.cz/view/uuid:b7beb15f-435d-11dd-b505-00145e5790ea?page=uuid:2dd60b24-7ab1-454d-a53f-872b3c4ef378
209,1601809,1939,276.0,7.0,https://www.ndk.cz/view/uuid:10fbf920-532f-11dd-be17-000d606f5dc6?page=uuid:d5fee056-1069-43e4-a8d3-b795d616340e
210,1602193,1917,159.0,1.0,https://www.ndk.cz/view/uuid:927115d0-727f-11dc-88df-000d606f5dc6?page=uuid:cc92cf3b-868d-4f6c-9a56-9959f8a83f08
211,1602197,1917,292.0,4.0,https://www.ndk.cz/view/uuid:e07d4c30-732e-11dc-a8ed-000d606f5dc6?page=uuid:2e9cf1d9-f3c3-4f29-b9db-9d8a0c4b8268
212,1602206,1901,153.0,2.0,https://www.ndk.cz/view/uuid:b7b980bc-435d-11dd-b505-00145e5790ea?page=uuid:cb83309b-88fd-4808-8344-f0b99b743150
213,1602279,1924,269.0,1.0,https://www.ndk.cz/view/uuid:26a7c6a0-86e3-11dc-b63b-000d606f5dc6?page=uuid:783ebece-1e6f-4512-82b8-f24a588294f3
214,1602335,1939,23.0,5.0,https://www.ndk.cz/view/uuid:853dab10-533b-11dd-a70e-000d606f5dc6?page=uuid:e1296c16-5e57-4ecb-aba3-250affaceb84
215,1602339,1939,23.0,5.0,https://www.ndk.cz/view/uuid:853dab10-533b-11dd-a70e-000d606f5dc6?page=uuid:e1296c16-5e57-4ecb-aba3-250affaceb84
216,1602451,1936,380.0,4.0,https://www.ndk.cz/view/uuid:1016f350-30e0-11dd-b4fd-000d606f5dc6?page=uuid:d7a868fb-49e0-4a8a-a2a7-ea984e8e240c
217,1602696,1935,583.0,3.0,https://www.ndk.cz/view/uuid:de6a69b0-2683-11dd-83e2-000d606f5dc6?page=uuid:68ebf2cf-f081-4872-842c-eaeb240d3d45
218,1602719,1935,150.0,13.0,https://www.ndk.cz/view/uuid:db522b50-1dbe-11dd-a9b0-000d606f5dc6?page=uuid:ce672485-ad9f-482e-a3d1-9ea71cc2b256
219,1602799,1902,116.0,3.0,https://www.ndk.cz/view/uuid:bad6edbd-435d-11dd-b505-00145e5790ea?page=uuid:3bbd59c2-381d-454d-b662-ca5a72eb0278
220,1602803,1935,601.0,7.0,https://www.ndk.cz/view/uuid:26e4fd30-2685-11dd-9770-000d606f5dc6?page=uuid:4729c5bb-bb53-4b5d-8312-8378751363bd
221,1602803,1935,601.0,7.0,https://www.ndk.cz/view/uuid:ab4eb920-234d-11dd-89e0-000d606f5dc6?page=uuid:0ec30bb4-44c7-4a12-8bf1-309f8465be82
222,1610241,1935,601.0,7.0,https://www.ndk.cz/view/uuid:26e4fd30-2685-11dd-9770-000d606f5dc6?page=uuid:4729c5bb-bb53-4b5d-8312-8378751363bd
223,1610241,1935,601.0,7.0,https://www.ndk.cz/view/uuid:ab4eb920-234d-11dd-89e0-000d606f5dc6?page=uuid:0ec30bb4-44c7-4a12-8bf1-309f8465be82
224,1603233,1901,161.0,2.0,https://www.ndk.cz/view/uuid:b7b9cee4-435d-11dd-b505-00145e5790ea?page=uuid:a44830b4-61d3-4730-8d99-39e49c69fce3
225,1603453,1919,200.0,1.0,https://www.ndk.cz/view/uuid:262c1db0-61e6-11dc-8168-000d606f5dc6?page=uuid:4cbbbdc1-0256-4250-be92-28a7d95ea535
226,1603566,1939,379.0,7.0,https://www.ndk.cz/view/uuid:836e5640-525f-11dd-9696-000d606f5dc6?page=uuid:8e020687-f80a-488c-b5b5-10db17dfe526
227,1604214,1938,142.0,5.0,https://www.ndk.cz/view/uuid:3c8d5ba0-48f4-11dd-836a-000d606f5dc6?page=uuid:b956dd0a-33e0-41bd-af24-799b7afa0ce2
228,1606333,1938,142.0,5.0,https://www.ndk.cz/view/uuid:3c8d5ba0-48f4-11dd-836a-000d606f5dc6?page=uuid:b956dd0a-33e0-41bd-af24-799b7afa0ce2
229,1604337,1929,630.0,7.0,https://www.ndk.cz/view/uuid:11045290-8de7-11dc-9fc3-000d606f5dc6?page=uuid:4abdbc9f-8792-43b4-ab86-858907e3f2e6
230,1604457,1939,81.0,10.0,https://www.ndk.cz/view/uuid:8c33a590-524c-11dd-b18d-000d606f5dc6?page=uuid:1d5d4a01-242a-4016-a8de-b90fdceeafb4
231,1604904,1917,111.0,4.0,https://www.ndk.cz/view/uuid:8bd52560-75e3-11dc-95aa-000d606f5dc6?page=uuid:f22416a4-9c3b-4c3c-b9ec-277717a5b592
232,1604968,1939,464.0,9.0,https://www.ndk.cz/view/uuid:cb6e0890-53cd-11dd-b331-000d606f5dc6?page=uuid:6872cbe6-5827-4173-adc2-0381fd540487
233,1605196,1917,146.0,4.0,https://www.ndk.cz/view/uuid:b95d7f70-6bb4-11dc-96e7-000d606f5dc6?page=uuid:1b3ba148-fc8e-47f8-a288-556c318609d2
234,1605196,1917,146.0,4.0,https://www.ndk.cz/view/uuid:377b91d0-6bb5-11dc-a895-000d606f5dc6?page=uuid:94bcc3ac-9145-4d35-9028-022a4b73f6bb
235,1605402,1942,163.0,1.0,https://www.ndk.cz/view/uuid:75c8bf50-7a6c-11dd-93a0-000d606f5dc6?page=uuid:8fe346f5-ae34-4c08-a4ef-7d7707045371
236,1605746,1944,215.0,7.0,https://www.ndk.cz/view/uuid:2a871ab0-7b6a-11dd-86a6-000d606f5dc6?page=uuid:00630439-c572-4f35-b5b8-3a5629fb39cb
237,1606006,1902,149.0,2.0,https://www.ndk.cz/view/uuid:b7ab9df5-435d-11dd-b505-00145e5790ea?page=uuid:56d292ff-30b1-4303-b8cd-8c2b163391da
238,1606133,1935,440.0,7.0,https://www.ndk.cz/view/uuid:e9d21030-25d6-11dd-adc0-000d606f5dc6?page=uuid:f5011259-3e8e-41ac-8757-a6f2b0ee4592
239,1606168,1938,551.0,9.0,https://www.ndk.cz/view/uuid:d7373c20-75b3-11dd-a7f0-000d606f5dc6?page=uuid:1c577aa4-37e7-499a-9694-3ee10b9a1983
240,1606585,1918,226.0,1.0,https://www.ndk.cz/view/uuid:25802640-61e6-11dc-a130-000d606f5dc6?page=uuid:33c2f67b-cee2-496b-90bf-bb883d443f7f
241,1606857,1938,545.0,10.0,https://www.ndk.cz/view/uuid:6a985980-3d20-11dd-b72f-000d606f5dc6?page=uuid:fa7759c0-35bf-4ca4-b2e7-ab476f793818
242,1606866,1938,211.0,9.0,https://www.ndk.cz/view/uuid:e2126ad0-48f8-11dd-9d63-000d606f5dc6?page=uuid:bebbc186-fa03-4dae-951e-562049e50fcf
243,1630945,1938,211.0,9.0,https://www.ndk.cz/view/uuid:e2126ad0-48f8-11dd-9d63-000d606f5dc6?page=uuid:bebbc186-fa03-4dae-951e-562049e50fcf
244,1647902,1938,211.0,9.0,https://www.ndk.cz/view/uuid:e2126ad0-48f8-11dd-9d63-000d606f5dc6?page=uuid:bebbc186-fa03-4dae-951e-562049e50fcf
245,1607003,1941,344.0,2.0,https://www.ndk.cz/view/uuid:f3e5f610-4c03-11dd-ac3e-000d606f5dc6?page=uuid:6cffa79b-902c-4385-94f9-18fded886d4e
246,1607102,1941,654.0,10.0,https://www.ndk.cz/view/uuid:8567b670-6ae3-11dd-97b2-000d606f5dc6?page=uuid:1aea8ccc-3003-4ee2-8d04-ea46d6242578
247,1607102,1941,654.0,10.0,https://www.ndk.cz/view/uuid:bbb9f670-6ae3-11dd-a104-000d606f5dc6?page=uuid:d7c81929-555e-4c07-861b-e9cc1aa1616d
248,1607808,1938,200.0,7.0,https://www.ndk.cz/view/uuid:352add30-48f2-11dd-85a7-000d606f5dc6?page=uuid:b9af6cf1-24b6-4fe0-b1ab-88942adb0015
249,1607836,1943,118.0,4.0,https://www.ndk.cz/view/uuid:04a5c5b0-6b0e-11dd-86c7-000d606f5dc6?page=uuid:a3f96f30-973a-4636-ac0a-78e21cec79a9
250,1607855,1937,334.0,7.0,https://www.ndk.cz/view/uuid:497730f0-3712-11dd-913b-000d606f5dc6?page=uuid:d65e655a-acd5-475d-a98f-7758eef86bbf
251,1608621,1942,235.0,7.0,https://www.ndk.cz/view/uuid:85851950-72c1-11dd-9a41-000d606f5dc6?page=uuid:90394574-5a87-4a5c-96ae-36b54a5a1c9d
252,1609134,1919,93.0,2.0,https://www.ndk.cz/view/uuid:268dc5b0-61e6-11dc-98ce-000d606f5dc6?page=uuid:794e31de-0c97-4f34-ae03-8b97227f0d95
253,1609145,1938,603.0,9.0,https://www.ndk.cz/view/uuid:cc19d690-75c7-11dd-b45d-000d606f5dc6?page=uuid:b37e3d6d-86fb-44b7-83de-3e3c93718ce6
254,1609153,1944,170.0,3.0,https://www.ndk.cz/view/uuid:e3ba77c0-7b88-11dd-aee3-000d606f5dc6?page=uuid:664b78bc-425a-431b-b1c0-5a7e46db03de
255,1609946,1918,52.0,1.0,https://www.ndk.cz/view/uuid:256f5d60-61e6-11dc-a2c0-000d606f5dc6?page=uuid:3abecd64-19b7-47f5-babb-42a1a2fc6e09
256,1610061,1941,593.0,4.0,https://www.ndk.cz/view/uuid:3a4b0d00-6cf4-11dd-8cc4-000d606f5dc6?page=uuid:d007f343-235c-438d-9f82-b77eae9d7b60
257,1610064,1941,592.0,3.0,https://www.ndk.cz/view/uuid:0de5d8d0-6cf4-11dd-a590-000d606f5dc6?page=uuid:7c903cb0-4bb7-41eb-b2e2-ee87adc66334
258,1610069,1941,589.0,3.0,https://www.ndk.cz/view/uuid:e0e1e910-6cf2-11dd-ac1f-000d606f5dc6?page=uuid:8434eb95-ee57-4f58-b7e5-4ad2ee321466
259,1610130,1935,48.0,7.0,https://www.ndk.cz/view/uuid:9c78bad0-1def-11dd-96c4-000d606f5dc6?page=uuid:72fe0f41-69bb-4414-8425-db25b25f6516
260,1610133,1939,499.0,2.0,https://www.ndk.cz/view/uuid:f692df70-53cb-11dd-a324-000d606f5dc6?page=uuid:9e7672b6-e155-4787-9f8b-d54dde3f064e
261,1610178,1943,57.0,4.0,https://www.ndk.cz/view/uuid:b388bb10-729c-11dd-8001-000d606f5dc6?page=uuid:862e0887-0ab2-47d6-bd4d-a14a760205e4
262,1610178,1943,57.0,4.0,https://www.ndk.cz/view/uuid:b39983f0-729c-11dd-a7d8-000d606f5dc6?page=uuid:141fecd1-3304-4023-9511-6399ca2c7457
263,1610178,1943,57.0,4.0,https://www.ndk.cz/view/uuid:b3927f10-729c-11dd-90aa-000d606f5dc6?page=uuid:05dff824-0575-4ef6-8e6c-2898544bfca4
264,1610178,1943,57.0,4.0,https://www.ndk.cz/view/uuid:b388bb10-729c-11dd-8001-000d606f5dc6?page=uuid:71638f65-1e73-4780-b62c-e882815f8c7e
265,1610178,1943,57.0,4.0,https://www.ndk.cz/view/uuid:b3927f10-729c-11dd-90aa-000d606f5dc6?page=uuid:9d6e7600-0984-4fc8-8cce-018597014b5f
266,1610190,1928,68.0,9.0,https://www.ndk.cz/view/uuid:5054cff0-8bd6-11dc-a3b5-000d606f5dc6?page=uuid:e2db7dae-e93d-47bc-9ec1-732af793423a
267,1610208,1936,419.0,2.0,https://www.ndk.cz/view/uuid:c0853ce0-30c9-11dd-b7ed-000d606f5dc6?page=uuid:1a8883d2-8309-4ab3-a7f3-53ad43dcfb22
268,1610210,1928,427.0,3.0,https://www.ndk.cz/view/uuid:3a629750-8d42-11dc-aee5-000d606f5dc6?page=uuid:cc9564d7-3b17-40ea-b3a5-aaf9edadfa52
269,1610685,1940,638.0,3.0,https://www.ndk.cz/view/uuid:7050ec00-6fb8-11dd-9f9d-000d606f5dc6?page=uuid:020b71a1-0ba7-466a-b556-9e7fb346a49c
270,1610799,1939,546.0,10.0,https://www.ndk.cz/view/uuid:5b318c60-53db-11dd-8e4b-000d606f5dc6?page=uuid:531b0366-31f5-4faa-8ccf-03a89c00dff1
271,1610803,1941,156.0,1.0,https://www.ndk.cz/view/uuid:277bacb0-6eb7-11dd-8e2f-000d606f5dc6?page=uuid:b539351c-b056-490e-95a1-b671c71f18e4
272,1611263,1919,194.0,3.0,https://www.ndk.cz/view/uuid:25e1ce40-61e6-11dc-8abf-000d606f5dc6?page=uuid:7d1f1c06-17f2-4bed-bed0-2b1a28e79aa6
273,1611481,1935,582.0,1.0,https://www.ndk.cz/view/uuid:7dabdf50-2683-11dd-becb-000d606f5dc6?page=uuid:716f8982-7eca-4181-ac93-303996725a7c
274,1611486,1936,234.0,7.0,https://www.ndk.cz/view/uuid:4c7a0870-2e45-11dd-9d5c-000d606f5dc6?page=uuid:f2c9f3f4-7f05-4b2b-9f2b-6f93298a02c8
275,1611724,1936,362.0,2.0,https://www.ndk.cz/view/uuid:e5f32c00-30d1-11dd-ab1c-000d606f5dc6?page=uuid:f4756caa-8a1b-4e0f-897d-8788db680ecc
276,1611734,1928,403.0,1.0,https://www.ndk.cz/view/uuid:6ac02110-8d3d-11dc-8ec6-000d606f5dc6?page=uuid:2385d57a-9053-40f4-ad1c-9698b6b817ae
277,1611778,1919,189.0,1.0,https://www.ndk.cz/view/uuid:25e1ce40-61e6-11dc-90c1-000d606f5dc6?page=uuid:71dfdec5-b05a-492d-bb58-2fc21f5146a9
278,1611781,1919,175.0,2.0,https://www.ndk.cz/view/uuid:269bf680-61e6-11dc-9c62-000d606f5dc6?page=uuid:46d5ee1e-e77b-4ff6-95cc-e8b1b568c5a1
279,1611782,1919,189.0,2.0,https://www.ndk.cz/view/uuid:25e1ce40-61e6-11dc-a3c6-000d606f5dc6?page=uuid:dffe9cf7-c0ae-4607-8205-14240e998998
280,1612023,1942,556.0,3.0,https://www.ndk.cz/view/uuid:ce422050-7a52-11dd-9cdc-000d606f5dc6?page=uuid:28c08fde-0a7b-473a-83b4-c5ceb564ace5
281,1613107,1938,489.0,1.0,https://www.ndk.cz/view/uuid:fb6b74f0-7aac-11dd-ab71-000d606f5dc6?page=uuid:c13741e7-b7fe-46cb-a258-9a0b0c2528de
282,1614045,1939,394.0,7.0,https://www.ndk.cz/view/uuid:22109270-53cf-11dd-9782-000d606f5dc6?page=uuid:d794b453-df55-42df-8dd7-fd0f8dd892b8
283,1614050,1938,11.0,1.0,https://www.ndk.cz/view/uuid:f10d01b0-3b8a-11dd-8719-000d606f5dc6?page=uuid:6871b0b7-a6c2-41f3-b6b7-18f1e9ee6798
284,1614307,1924,277.0,1.0,https://www.ndk.cz/view/uuid:d5f3ea70-86e4-11dc-9854-000d606f5dc6?page=uuid:5e1cb3eb-0c75-4600-b6ef-376ad02c524f
285,1615531,1919,341.0,1.0,https://www.ndk.cz/view/uuid:26aa2750-61e6-11dc-9b68-000d606f5dc6?page=uuid:520e1a1c-8acd-483c-954c-14ea6c6577b9
286,1615601,1919,347.0,1.0,https://www.ndk.cz/view/uuid:26aa2750-61e6-11dc-bab9-000d606f5dc6?page=uuid:8290dc11-cf42-4ffc-8a1d-798c0ab600e5
287,1615601,1919,347.0,1.0,https://www.ndk.cz/view/uuid:26aa2750-61e6-11dc-a79c-000d606f5dc6?page=uuid:7ef2206d-9e30-4674-a606-5a248a3698af
288,1617422,1935,109.0,3.0,https://www.ndk.cz/view/uuid:ce170640-1c5b-11dd-a49c-000d606f5dc6?page=uuid:c06eb707-76d3-4054-a484-d253e469483c
289,1618886,1945,3.0,2.0,https://www.ndk.cz/view/uuid:c90f3610-63e9-11dd-920f-000d606f5dc6?page=uuid:52973aef-212d-40a9-8b65-f14411bdf462
290,1618887,1945,3.0,2.0,https://www.ndk.cz/view/uuid:c90f3610-63e9-11dd-920f-000d606f5dc6?page=uuid:52973aef-212d-40a9-8b65-f14411bdf462
291,1619003,1945,55.0,2.0,https://www.ndk.cz/view/uuid:40ed1700-63f5-11dd-b642-000d606f5dc6?page=uuid:40a987f2-155d-4426-9d04-8078e7c7217c
292,1619042,1943,317.0,4.0,https://www.ndk.cz/view/uuid:04224570-6f4e-11dd-a3eb-000d606f5dc6?page=uuid:e656f396-fdb3-46f6-ae3b-635dc1fabf51
293,1619091,1945,6.0,2.0,https://www.ndk.cz/view/uuid:89191650-63eb-11dd-a580-000d606f5dc6?page=uuid:b22e603e-9c9f-4d23-89b4-2b3cb369c2e4
294,1619678,1943,101.0,5.0,https://www.ndk.cz/view/uuid:848ac7e0-72ce-11dd-b0b1-000d606f5dc6?page=uuid:511d4920-7f44-469e-8c80-d9acd18fd045
