,101,Rok,Cislo,Strana,URL
295,1619727,1909,71.0,1.0,https://www.ndk.cz/view/uuid:c0ff0241-435d-11dd-b505-00145e5790ea?page=uuid:b2c6a2ef-1344-4c32-b1a3-1e84041b8b1a
296,1619728,1909,110.0,2.0,https://www.ndk.cz/view/uuid:c0f9f8a7-435d-11dd-b505-00145e5790ea?page=uuid:7556050f-fe64-4f03-a8fe-2953eedf113e
297,1619728,1909,110.0,2.0,https://www.ndk.cz/view/uuid:c0fa1fb9-435d-11dd-b505-00145e5790ea?page=uuid:97773578-ee15-4039-8c7b-e421d4e6a767
298,1619809,1944,6.0,6.0,https://www.ndk.cz/view/uuid:e6c0a490-7b14-11dd-9f19-000d606f5dc6?page=uuid:31b7edac-0ea9-4e9b-bc5a-f3c5d426a03b
299,1620301,1941,130.0,1.0,https://www.ndk.cz/view/uuid:ea844c40-4c01-11dd-9b90-000d606f5dc6?page=uuid:643232bc-60ca-4257-9c14-aad30262c0d3
300,1621719,1902,225.0,2.0,https://www.ndk.cz/view/uuid:b7a9f016-435d-11dd-b505-00145e5790ea?page=uuid:eb78f018-b402-43dc-83f6-0aeee028832c
301,1621720,1915,58.0,4.0,https://www.ndk.cz/view/uuid:26e115d0-61e6-11dc-ae9f-000d606f5dc6?page=uuid:43a43d0d-2f2b-4ca6-b37e-c2144cfed4a7
302,1621734,1941,480.0,9.0,https://www.ndk.cz/view/uuid:4f7b89b0-6cf0-11dd-8704-000d606f5dc6?page=uuid:3c4db7ef-7362-4919-be1c-7f1ee8fd32cf
303,1623499,1919,281.0,2.0,https://www.ndk.cz/view/uuid:25e6d750-61e6-11dc-8a9f-000d606f5dc6?page=uuid:50eafd9b-32fc-4599-8179-ed77ff5fe198
304,1623499,1919,281.0,2.0,https://www.ndk.cz/view/uuid:25e6d750-61e6-11dc-97d0-000d606f5dc6?page=uuid:be71e769-66e5-42d6-8140-b9171a6f5a31
305,1624123,1902,32.0,2.0,https://www.ndk.cz/view/uuid:b7af47d5-435d-11dd-b505-00145e5790ea?page=uuid:125965f3-6a05-467b-9603-d77d13285de9
306,1626684,1936,367.0,1.0,https://www.ndk.cz/view/uuid:efde9e40-30de-11dd-9104-000d606f5dc6?page=uuid:d4896529-de64-4f7f-8b0c-03fa664edce9
307,1626701,1939,581.0,9.0,https://www.ndk.cz/view/uuid:0a14abd0-53f6-11dd-86e5-000d606f5dc6?page=uuid:c6b2cc37-01fa-4312-8c0c-a08b68e30ce9
308,1626728,1902,173.0,1.0,https://www.ndk.cz/view/uuid:b7ac615d-435d-11dd-b505-00145e5790ea?page=uuid:91062e92-0c6f-42aa-b7f2-7e975e18b79d
309,1626735,1938,144.0,7.0,https://www.ndk.cz/view/uuid:59934a90-48f7-11dd-bc60-000d606f5dc6?page=uuid:f67cb1e3-bc49-4681-94a0-39c53db1ba47
310,1627093,1901,188.0,2.0,https://www.ndk.cz/view/uuid:b7ba924f-435d-11dd-b505-00145e5790ea?page=uuid:ca5db2ed-94fe-46d3-ad39-d577f76f57fc
311,1627187,1919,12.0,1.0,https://www.ndk.cz/view/uuid:26594830-61e6-11dc-a515-000d606f5dc6?page=uuid:6c43478a-6407-499d-9a68-9b3f9c218f94
312,1627188,1938,103.0,7.0,https://www.ndk.cz/view/uuid:597aac70-3ba4-11dd-836c-000d606f5dc6?page=uuid:96c05261-e7ca-4f27-8eab-b62dc9b38d9c
313,1627189,1938,94.0,9.0,https://www.ndk.cz/view/uuid:9a3b3d90-3ba1-11dd-8232-000d606f5dc6?page=uuid:148c763c-dd58-49c3-af46-e3c13ba1613e
314,1631152,1938,94.0,9.0,https://www.ndk.cz/view/uuid:9a3b3d90-3ba1-11dd-8232-000d606f5dc6?page=uuid:148c763c-dd58-49c3-af46-e3c13ba1613e
315,1632819,1938,94.0,9.0,https://www.ndk.cz/view/uuid:9a3b3d90-3ba1-11dd-8232-000d606f5dc6?page=uuid:148c763c-dd58-49c3-af46-e3c13ba1613e
316,1627261,1943,23.0,5.0,https://www.ndk.cz/view/uuid:95ff5210-6f69-11dd-be62-000d606f5dc6?page=uuid:e0ebbf03-2892-4e53-b6a8-0d6b411e3bbe
317,1627384,1934,201.0,7.0,https://www.ndk.cz/view/uuid:a7e274a0-1143-11dd-91d4-000d606f5dc6?page=uuid:e946f25a-4b93-4ef4-8e11-1fe89f5b5437
318,1628129,1943,215.0,7.0,https://www.ndk.cz/view/uuid:1000d540-6dd3-11dd-99ae-000d606f5dc6?page=uuid:28968bce-7819-4886-bc14-e879ceefe3d6
319,1628130,1943,318.0,5.0,https://www.ndk.cz/view/uuid:6170d660-6f4e-11dd-99b7-000d606f5dc6?page=uuid:043cc01a-edf2-45ef-baa6-fefa0b0b31ba
320,1628130,1943,318.0,5.0,https://www.ndk.cz/view/uuid:4b0d2db0-6f4e-11dd-b305-000d606f5dc6?page=uuid:c0aedeb5-7742-4eef-86bb-ebc1afd73345
321,1628133,1943,345.0,3.0,https://www.ndk.cz/view/uuid:c6209980-746f-11dd-8199-000d606f5dc6?page=uuid:2407412b-1309-4bbd-bb1c-cf56337e0331
322,1628133,1943,345.0,3.0,https://www.ndk.cz/view/uuid:7bf72810-746f-11dd-bc7c-000d606f5dc6?page=uuid:0e11f7a4-f387-4172-9a72-abfaa017636b
323,1628133,1943,345.0,3.0,https://www.ndk.cz/view/uuid:94fb4530-746f-11dd-afc7-000d606f5dc6?page=uuid:12e4b4a9-efc6-4628-8ede-cabc7c2e6245
324,1629031,1938,417.0,7.0,https://www.ndk.cz/view/uuid:0074eee0-5244-11dd-80a3-000d606f5dc6?page=uuid:c5917c73-81d6-42a0-98f4-b27a0cf6dd00
325,1629082,1936,587.0,3.0,https://www.ndk.cz/view/uuid:a0ae84d0-3623-11dd-8efc-000d606f5dc6?page=uuid:2b113575-f2be-4637-87e2-658d9f3b3d19
326,1629084,1936,637.0,2.0,https://www.ndk.cz/view/uuid:0af306b0-3622-11dd-a7bb-000d606f5dc6?page=uuid:5a423842-d815-47cd-b6f9-5619e0df0d1d
327,1629101,1936,560.0,7.0,https://www.ndk.cz/view/uuid:2332c930-333f-11dd-be5e-000d606f5dc6?page=uuid:58a9981c-59df-4d78-8fe1-2006206c1cae
328,1629108,1935,550.0,1.0,https://www.ndk.cz/view/uuid:ebd31670-267d-11dd-a4ea-000d606f5dc6?page=uuid:5c5e3d50-9c91-45c5-8857-8c83ec3384fc
329,1629117,1936,459.0,2.0,https://www.ndk.cz/view/uuid:9e8bae20-36ce-11dd-8025-000d606f5dc6?page=uuid:99c4923f-f45b-4db6-8444-11285cc6d740
330,1629243,1940,105.0,9.0,https://www.ndk.cz/view/uuid:58f00650-5748-11dd-824e-000d606f5dc6?page=uuid:f7329f0f-837f-486e-97e1-8d9d8b1a0533
331,1629323,1942,86.0,9.0,https://www.ndk.cz/view/uuid:fa972650-702a-11dd-9565-000d606f5dc6?page=uuid:001135ef-a966-4abd-a375-cbae349b7a17
332,1629841,1941,318.0,9.0,https://www.ndk.cz/view/uuid:ae885cd0-6dea-11dd-91e2-000d606f5dc6?page=uuid:446c389c-889f-4aa5-8fa9-9dce9fafbe81
333,1630161,1939,516.0,1.0,https://www.ndk.cz/view/uuid:8d20fd90-53d2-11dd-9b57-000d606f5dc6?page=uuid:c429ff61-500e-4481-add9-e3d82628a316
334,1630204,1942,603.0,5.0,https://www.ndk.cz/view/uuid:193b73d0-7a72-11dd-b7f1-000d606f5dc6?page=uuid:850263cd-d3c8-420c-8c43-4db605d0a24d
335,1630210,1935,144.0,7.0,https://www.ndk.cz/view/uuid:6dabb460-1dad-11dd-b115-000d606f5dc6?page=uuid:fab6b51d-6d0c-4f7b-bbb9-0c4dbcb24849
336,1630211,1943,12.0,3.0,https://www.ndk.cz/view/uuid:0769de20-6e84-11dd-87fa-000d606f5dc6?page=uuid:9ff5253b-95c1-4749-ad90-42bd116ceb86
337,1630256,1938,131.0,2.0,https://www.ndk.cz/view/uuid:b5ff3d50-48ef-11dd-af5b-000d606f5dc6?page=uuid:e0c65059-ce62-4048-8350-ef592093c74c
338,1630339,1928,563.0,6.0,https://www.ndk.cz/view/uuid:71da91f0-8bea-11dc-84a6-000d606f5dc6?page=uuid:d766d686-cf20-448a-a7ee-05b1affff9a0
339,1630376,1901,52.0,2.0,https://www.ndk.cz/view/uuid:b7bf269c-435d-11dd-b505-00145e5790ea?page=uuid:d59ba927-2ca5-492f-822e-0c272832e76a
340,1630396,1901,156.0,3.0,https://www.ndk.cz/view/uuid:b7b9a7cf-435d-11dd-b505-00145e5790ea?page=uuid:0c97610d-d934-4ed5-92ae-53ac64a86e3d
341,1630407,1918,194.0,1.0,https://www.ndk.cz/view/uuid:257d8e30-61e6-11dc-bf46-000d606f5dc6?page=uuid:32bb9920-597a-45ad-9531-0959c87a339a
342,1630410,1902,104.0,4.0,https://www.ndk.cz/view/uuid:b7ad72e7-435d-11dd-b505-00145e5790ea?page=uuid:14d0e520-53df-4bd8-b4d6-0f73b341a3b7
343,1630436,1943,290.0,2.0,https://www.ndk.cz/view/uuid:41bc8810-7524-11dd-b280-000d606f5dc6?page=uuid:a5d7e3bd-22af-41d4-aa22-64c57641f575
344,1630439,1938,218.0,1.0,https://www.ndk.cz/view/uuid:1fcaef40-48fa-11dd-a8c2-000d606f5dc6?page=uuid:49968c54-5ec8-4a87-8d94-d05b2b82067b
345,1630585,1927,80.0,3.0,https://www.ndk.cz/view/uuid:b115d2a0-87b5-11dc-975e-000d606f5dc6?page=uuid:84817c02-aaf4-487a-99c1-2db3165c2810
346,1630586,1927,102.0,5.0,https://www.ndk.cz/view/uuid:139e1920-87b9-11dc-9168-000d606f5dc6?page=uuid:cc70f868-65d8-4d7f-b1e7-9becbe6de303
347,1630591,1926,275.0,2.0,https://www.ndk.cz/view/uuid:c5080000-870e-11dc-9b65-000d606f5dc6?page=uuid:845c57cf-4600-4b2f-8f9c-227508c8205d
348,1630605,1926,267.0,3.0,https://www.ndk.cz/view/uuid:5b952d60-870d-11dc-a6d1-000d606f5dc6?page=uuid:ae858531-5653-47e9-b916-d0b81ed70046
349,1630772,1937,614.0,2.0,https://www.ndk.cz/view/uuid:ccffcbd0-37e4-11dd-8aaf-000d606f5dc6?page=uuid:704b9882-81d4-46bb-8242-44173a149a39
350,1630898,1941,602.0,9.0,https://www.ndk.cz/view/uuid:9715f230-6cf8-11dd-b6ae-000d606f5dc6?page=uuid:b8e828f5-8eb0-468a-809a-8f58b6e481e7
351,1641580,1941,602.0,9.0,https://www.ndk.cz/view/uuid:9715f230-6cf8-11dd-b6ae-000d606f5dc6?page=uuid:b8e828f5-8eb0-468a-809a-8f58b6e481e7
352,1630975,1943,257.0,9.0,https://www.ndk.cz/view/uuid:6a692570-6def-11dd-a958-000d606f5dc6?page=uuid:2920557f-0afc-4a1f-a54d-b6a1f56ed0df
353,1631020,1938,96.0,2.0,https://www.ndk.cz/view/uuid:2d018d00-3ba2-11dd-ae5c-000d606f5dc6?page=uuid:5dd2b85b-4730-4ee6-8127-4ce1902db25a
354,1631025,1938,593.0,1.0,https://www.ndk.cz/view/uuid:ce9209e0-75c4-11dd-8ce2-000d606f5dc6?page=uuid:fdf46ec2-7c41-42d1-abe8-b2e1d480e60d
355,1631033,1939,533.0,9.0,https://www.ndk.cz/view/uuid:0ed0f700-53d8-11dd-90a4-000d606f5dc6?page=uuid:56fbf9bd-abea-4a79-965a-fbeb4c90a218
356,1631125,1936,40.0,1.0,https://www.ndk.cz/view/uuid:5a9cc070-3942-11dd-9c42-000d606f5dc6?page=uuid:c9568189-5b17-4d79-b355-41092cf27b88
357,1631132,1939,605.0,9.0,https://www.ndk.cz/view/uuid:4b8d24a0-53da-11dd-ad0a-000d606f5dc6?page=uuid:dad6ebcb-5250-4fc3-82f6-fd179bf5eaf0
358,1631133,1935,636.0,9.0,https://www.ndk.cz/view/uuid:57a17430-269e-11dd-8c2e-000d606f5dc6?page=uuid:c6118160-0eb2-4003-bdc6-7e7fb88b9ce9
359,1631138,1938,105.0,7.0,https://www.ndk.cz/view/uuid:142d2b10-3ba5-11dd-9441-000d606f5dc6?page=uuid:29a0113e-c211-4ad7-af8f-e0c63a87436c
360,1631143,1936,66.0,1.0,https://www.ndk.cz/view/uuid:3b7a66d0-268b-11dd-8197-000d606f5dc6?page=uuid:fc55e0ef-1b35-4759-9fc4-afa05b5ddd0f
361,1631144,1936,113.0,2.0,https://www.ndk.cz/view/uuid:659f74e0-2cb3-11dd-8e25-000d606f5dc6?page=uuid:e40d97c0-c882-4d62-bac2-fdb918c54ee2
362,1631146,1935,13.0,2.0,https://www.ndk.cz/view/uuid:07bfd960-1c5e-11dd-bc3f-000d606f5dc6?page=uuid:f0c456c7-c592-4a71-b239-15732303b382
363,1631147,1935,614.0,3.0,https://www.ndk.cz/view/uuid:d49d2ad0-2697-11dd-915d-000d606f5dc6?page=uuid:4393e6f0-73ef-46db-8a42-253cc6fa456f
364,1631251,1934,134.0,9.0,https://www.ndk.cz/view/uuid:b6d7cc20-114e-11dd-85d2-000d606f5dc6?page=uuid:e9505173-feb6-49e2-b05d-9d42c75a5f1f
365,1631338,1903,34.0,3.0,https://www.ndk.cz/view/uuid:b7a50e93-435d-11dd-b505-00145e5790ea?page=uuid:4595cdf3-1378-45ea-9a47-99e303279655
366,1631348,1929,290.0,7.0,https://www.ndk.cz/view/uuid:5714e8e0-8c51-11dc-8ed6-000d606f5dc6?page=uuid:8b57b413-4f0b-445a-bd39-45cd4d24d413
367,1631546,1902,38.0,3.0,https://www.ndk.cz/view/uuid:b7af6eeb-435d-11dd-b505-00145e5790ea?page=uuid:b3e85bf6-660b-4611-8de1-dfb7685e1846
368,1631636,1928,309.0,9.0,https://www.ndk.cz/view/uuid:96547660-8bed-11dc-8325-000d606f5dc6?page=uuid:10db14d6-340a-4a93-914f-cbfa7a520723
369,1631638,1909,181.0,2.0,https://www.ndk.cz/view/uuid:c0f05c11-435d-11dd-b505-00145e5790ea?page=uuid:d67863c8-5ed0-4826-b5a1-fbe0517beb6d
370,1631736,1944,98.0,5.0,https://www.ndk.cz/view/uuid:576538d0-6e0b-11dd-be4a-000d606f5dc6?page=uuid:198dcbd5-534f-47cf-bec7-2b6f59f86ba0
371,1631749,1938,288.0,7.0,https://www.ndk.cz/view/uuid:e6192680-7d70-11dd-8d08-000d606f5dc6?page=uuid:89f08b1a-6bfd-4022-b3e0-69d4b69454c9
372,1631749,1938,288.0,7.0,https://www.ndk.cz/view/uuid:c3daf9e0-7d70-11dd-a128-000d606f5dc6?page=uuid:b9b1c920-19e8-4572-a4aa-badfc894ee30
373,1639382,1938,288.0,7.0,https://www.ndk.cz/view/uuid:e6192680-7d70-11dd-8d08-000d606f5dc6?page=uuid:89f08b1a-6bfd-4022-b3e0-69d4b69454c9
374,1639382,1938,288.0,7.0,https://www.ndk.cz/view/uuid:c3daf9e0-7d70-11dd-a128-000d606f5dc6?page=uuid:b9b1c920-19e8-4572-a4aa-badfc894ee30
375,1631770,1938,58.0,4.0,https://www.ndk.cz/view/uuid:167049d0-3b90-11dd-8f44-000d606f5dc6?page=uuid:a30e745d-38f6-4c02-bd80-757cc71fd318
376,1631819,1943,291.0,5.0,https://www.ndk.cz/view/uuid:51c83290-7524-11dd-b841-000d606f5dc6?page=uuid:b2de8e04-d108-4093-9475-c1c4c54df2a3
377,1631820,1943,153.0,5.0,https://www.ndk.cz/view/uuid:21fa4710-6d04-11dd-acf6-000d606f5dc6?page=uuid:1a70f332-f14d-48d4-a01f-eb3af3299fd2
378,1631858,1939,607.0,5.0,https://www.ndk.cz/view/uuid:fe217920-53dc-11dd-a80c-000d606f5dc6?page=uuid:efdc627b-8457-4126-8d04-34ed946ec454
379,1631870,1943,290.0,7.0,https://www.ndk.cz/view/uuid:13a68c10-7523-11dd-8fb3-000d606f5dc6?page=uuid:007184da-3a52-4e77-b14a-44e2edd5fe52
380,1631878,1945,28.0,2.0,https://www.ndk.cz/view/uuid:5edd9130-63f1-11dd-b7d0-000d606f5dc6?page=uuid:75426b3d-f3bf-4176-ae5b-d62b20d34b02
381,1631903,1938,586.0,2.0,https://www.ndk.cz/view/uuid:11239500-75c3-11dd-8699-000d606f5dc6?page=uuid:c912e61b-e888-44b9-a9df-7372aa3594a3
382,1631930,1919,159.0,2.0,https://www.ndk.cz/view/uuid:268b2da0-61e6-11dc-bf59-000d606f5dc6?page=uuid:57d8fc07-4ac4-4b6a-9fed-ad2ecf429c52
383,1632041,1936,512.0,5.0,https://www.ndk.cz/view/uuid:73a69190-378f-11dd-a8f2-000d606f5dc6?page=uuid:47086bed-1f6d-4e05-a2ff-59a8d9cbd7d6
384,1632044,1936,274.0,1.0,https://www.ndk.cz/view/uuid:8b3ff680-2e4c-11dd-8fa7-000d606f5dc6?page=uuid:4a566c0b-1b70-4376-9c8e-2471e2e9ba4d
385,1632044,1936,274.0,1.0,https://www.ndk.cz/view/uuid:b0c36310-2e4c-11dd-bb35-000d606f5dc6?page=uuid:f3a7e495-77d4-43cf-98f4-b8401d1f670c
386,1632050,1918,190.0,1.0,https://www.ndk.cz/view/uuid:257d8e30-61e6-11dc-b3d5-000d606f5dc6?page=uuid:716171a0-fec2-4530-b4f8-9c6fc68bb2fa
387,1632081,1918,351.0,3.0,https://www.ndk.cz/view/uuid:25a64be0-61e6-11dc-8474-000d606f5dc6?page=uuid:8085fc15-b7ea-47dc-a9e2-0967975b3988
388,1632082,1918,288.0,2.0,https://www.ndk.cz/view/uuid:25a1b800-61e6-11dc-ae7a-000d606f5dc6?page=uuid:107fdb51-7ca4-47b3-8907-918ac3d65f46
389,1632150,1924,28.0,4.0,https://www.ndk.cz/view/uuid:21ada700-83ff-11dc-8be1-000d606f5dc6?page=uuid:761a3a64-5e51-45a5-8608-e925497f39c4
390,1632184,1944,56.0,5.0,https://www.ndk.cz/view/uuid:1d109a10-7aa6-11dd-a6cd-000d606f5dc6?page=uuid:d132a1fa-e364-4866-a336-9997d9a837d4
391,1632234,1943,185.0,7.0,https://www.ndk.cz/view/uuid:e7c4ffa0-72d9-11dd-ae67-000d606f5dc6?page=uuid:a59af9a4-d4f1-4c4f-bd74-7ea770da53dd
392,1632237,1943,38.0,7.0,https://www.ndk.cz/view/uuid:2314b680-7290-11dd-a60f-000d606f5dc6?page=uuid:3609ec79-67a0-40f5-9e66-21bd19e6644d
393,1632237,1943,38.0,7.0,https://www.ndk.cz/view/uuid:23194a60-7290-11dd-8a33-000d606f5dc6?page=uuid:d3aeb5b4-674f-4145-a901-087b63732b35
394,1632390,1943,46.0,4.0,https://www.ndk.cz/view/uuid:bc89ef00-7296-11dd-acb8-000d606f5dc6?page=uuid:4fb5ff08-d6ec-4a3a-9ee6-d1fda2f21132
395,1632390,1943,46.0,4.0,https://www.ndk.cz/view/uuid:bc799b50-7296-11dd-bd4d-000d606f5dc6?page=uuid:f107b5c2-291f-4394-8ecb-56313b78dc0c
396,1639249,1943,46.0,4.0,https://www.ndk.cz/view/uuid:bc89ef00-7296-11dd-acb8-000d606f5dc6?page=uuid:4fb5ff08-d6ec-4a3a-9ee6-d1fda2f21132
397,1639249,1943,46.0,4.0,https://www.ndk.cz/view/uuid:bc799b50-7296-11dd-bd4d-000d606f5dc6?page=uuid:f107b5c2-291f-4394-8ecb-56313b78dc0c
398,1632428,1938,448.0,2.0,https://www.ndk.cz/view/uuid:5f6ff710-79f3-11dd-891d-000d606f5dc6?page=uuid:e6f92597-3810-4b7c-9655-e676e4c40512
399,1632445,1939,616.0,2.0,https://www.ndk.cz/view/uuid:ac7b5b70-53e3-11dd-b4e4-000d606f5dc6?page=uuid:030ff3d6-af32-44af-93e5-9e871a939d67
400,1632465,1901,286.0,2.0,https://www.ndk.cz/view/uuid:b7b3dbff-435d-11dd-b505-00145e5790ea?page=uuid:067a7e55-f95c-43f0-aa8a-8cf14e71270a
401,1632472,1939,264.0,1.0,https://www.ndk.cz/view/uuid:e4092690-5310-11dd-b8ad-000d606f5dc6?page=uuid:caf67fe7-be4d-43a1-a298-02fefafbb82a
402,1632473,1939,277.0,3.0,https://www.ndk.cz/view/uuid:71e9d0e0-532f-11dd-b0b8-000d606f5dc6?page=uuid:97f46931-26c9-489b-95bb-628521f61384
403,1632507,1935,625.0,1.0,https://www.ndk.cz/view/uuid:12fff900-2699-11dd-b02b-000d606f5dc6?page=uuid:34fe59af-3a74-4eca-8a1e-4c4fd3c7b565
404,1632507,1935,625.0,1.0,https://www.ndk.cz/view/uuid:f368c920-269b-11dd-8789-000d606f5dc6?page=uuid:7037f559-cb47-4de6-bcc4-ead0012a3502
405,1632573,1943,35.0,7.0,https://www.ndk.cz/view/uuid:0990fb60-728b-11dd-a7c8-000d606f5dc6?page=uuid:6576edf4-f9a7-42a0-98ac-3e0768c90a43
406,1632604,1945,72.0,2.0,https://www.ndk.cz/view/uuid:6c6f7a60-63f7-11dd-a2f1-000d606f5dc6?page=uuid:079d29bd-3f18-4858-9730-a5175ddee20e
407,1632657,1941,565.0,10.0,https://www.ndk.cz/view/uuid:f52c0c20-6ce8-11dd-8138-000d606f5dc6?page=uuid:2870a8ba-fed0-4e7b-bc45-6fd1ce6a4ee7
408,1632698,1909,28.0,5.0,https://www.ndk.cz/view/uuid:c1093b3c-435d-11dd-b505-00145e5790ea?page=uuid:750be9aa-e7e4-4bf4-9478-79b8c6e3577c
409,1632797,1938,64.0,7.0,https://www.ndk.cz/view/uuid:57884cf0-3b91-11dd-98b6-000d606f5dc6?page=uuid:5cf77a27-f91c-4492-96c8-9f31565e527d
410,1632827,1919,39.0,1.0,https://www.ndk.cz/view/uuid:268205e0-61e6-11dc-ac05-000d606f5dc6?page=uuid:efb863ab-2429-443f-9ddf-39f8447c91e0
411,1632844,1903,127.0,3.0,https://www.ndk.cz/view/uuid:b79dbbfa-435d-11dd-b505-00145e5790ea?page=uuid:75459ff6-91f3-4835-b3bf-960b2f146ed6
412,1632940,1944,8.0,5.0,https://www.ndk.cz/view/uuid:ddfc1dc0-7b15-11dd-bc95-000d606f5dc6?page=uuid:b21e81b5-4690-4904-a9b6-d87e65c5ba48
413,1632954,1943,313.0,9.0,https://www.ndk.cz/view/uuid:3f8102c0-6f4c-11dd-9635-000d606f5dc6?page=uuid:70ce2951-b18f-4106-86f6-65dcfaa9644e
414,1632954,1943,313.0,9.0,https://www.ndk.cz/view/uuid:a3fa40a0-6f4b-11dd-99f1-000d606f5dc6?page=uuid:f345e5f8-44dd-4242-8b72-bbfc88ccd804
415,1632993,1943,177.0,2.0,https://www.ndk.cz/view/uuid:ef1bfb70-72d2-11dd-bd98-000d606f5dc6?page=uuid:2854e17a-eb9a-48d2-bbd3-69047f58c548
416,1632993,1943,177.0,2.0,https://www.ndk.cz/view/uuid:d7ee4c00-72d2-11dd-87a1-000d606f5dc6?page=uuid:42f199ee-aec9-4dc1-a0a0-5cffff759693
417,1633057,1938,503.0,2.0,https://www.ndk.cz/view/uuid:1c91a450-3d14-11dd-9881-000d606f5dc6?page=uuid:a9316792-d93d-4c4e-ba7a-2e5ef8b40cc1
418,1633072,1917,255.0,1.0,https://www.ndk.cz/view/uuid:518810b0-7328-11dc-8a6b-000d606f5dc6?page=uuid:67aaac40-1e9a-473c-8d21-b48216f117fd
419,1633121,1919,351.0,6.0,https://www.ndk.cz/view/uuid:26aa2750-61e6-11dc-894c-000d606f5dc6?page=uuid:708fac5f-c2c2-4616-b290-0d760cb5ba08
420,1633154,1938,54.0,2.0,https://www.ndk.cz/view/uuid:b504bcf0-3b97-11dd-9ed6-000d606f5dc6?page=uuid:4a40ba06-b765-4488-9eec-eaed19f169c6
421,1633185,1944,161.0,2.0,https://www.ndk.cz/view/uuid:b1e93ac0-7b82-11dd-b397-000d606f5dc6?page=uuid:be1eb195-f715-4bc8-97d7-b4487100da55
422,1633197,1944,126.0,1.0,https://www.ndk.cz/view/uuid:4464a2c0-7ab8-11dd-a57f-000d606f5dc6?page=uuid:717abca2-67d3-4a06-be2a-d0ccffb1af5e
423,1633197,1944,126.0,1.0,https://www.ndk.cz/view/uuid:54bf3090-7ab8-11dd-9846-000d606f5dc6?page=uuid:d9a17837-2d3a-49f7-84eb-5b77b2703619
424,1633197,1944,126.0,1.0,https://www.ndk.cz/view/uuid:139d4cf0-7ab8-11dd-a415-000d606f5dc6?page=uuid:25f94e74-1406-4158-90db-b660893a299c
425,1633212,1909,207.0,1.0,https://www.ndk.cz/view/uuid:c11940f3-435d-11dd-b505-00145e5790ea?page=uuid:13c67293-e028-4d52-88d0-6b98b65e07e3
426,1633258,1941,29.0,9.0,https://www.ndk.cz/view/uuid:083477d0-493a-11dd-be39-000d606f5dc6?page=uuid:7f701ff4-cd76-44d8-961c-9011804ffb8a
427,1633306,1919,130.0,1.0,https://www.ndk.cz/view/uuid:2675d0e0-61e6-11dc-9e59-000d606f5dc6?page=uuid:8fff44f9-0159-44b1-9e85-1344adaf3687
428,1633473,1919,226.0,1.0,https://www.ndk.cz/view/uuid:263a4e80-61e6-11dc-bfb1-000d606f5dc6?page=uuid:6893cd4f-531b-4b2a-b703-9f2e6527d6d5
429,1633473,1919,226.0,1.0,https://www.ndk.cz/view/uuid:263a4e80-61e6-11dc-9aee-000d606f5dc6?page=uuid:a552757c-855a-4cb2-bdf1-9ea2a6048a4b
430,1633540,1939,107.0,7.0,https://www.ndk.cz/view/uuid:84d98a90-5255-11dd-9dd1-000d606f5dc6?page=uuid:c5488d06-998c-4b83-91ed-0e86a69695a3
431,1633633,1935,148.0,7.0,https://www.ndk.cz/view/uuid:abf89650-1dbe-11dd-b7e6-000d606f5dc6?page=uuid:d5bc8813-22df-4938-945a-d6b30b0f0cb0
432,1633635,1901,140.0,2.0,https://www.ndk.cz/view/uuid:b7be150a-435d-11dd-b505-00145e5790ea?page=uuid:eee47e64-1442-4bdc-90d7-38a35acfad58
433,1633638,1935,451.0,7.0,https://www.ndk.cz/view/uuid:3aeb2490-25da-11dd-9f75-000d606f5dc6?page=uuid:ee9214ef-e0c6-411d-8fe9-3df9a82106a9
434,1633642,1935,628.0,8.0,https://www.ndk.cz/view/uuid:294dc860-269c-11dd-84b8-000d606f5dc6?page=uuid:be0a5a3c-6a53-4427-bc21-2ac3f68d2b7c
435,1633643,1935,1.0,9.0,https://www.ndk.cz/view/uuid:123bf0b0-1c5c-11dd-ab44-000d606f5dc6?page=uuid:2b31ef1d-1a38-4531-83a0-758f0af4fa82
436,1633654,1919,324.0,11.0,https://www.ndk.cz/view/uuid:269bf680-61e6-11dc-9048-000d606f5dc6?page=uuid:2c035851-326f-4006-8369-e813fba572f2
437,1638825,1939,546.0,9.0,https://www.ndk.cz/view/uuid:5b318c60-53db-11dd-8e4b-000d606f5dc6?page=uuid:9f4d289b-6bc4-45a6-9abd-2e17eb183fff
438,1639115,1901,110.0,2.0,https://www.ndk.cz/view/uuid:b7bc191c-435d-11dd-b505-00145e5790ea?page=uuid:e3247a53-2f1f-4dce-9526-048d9a51d7e8
439,1639214,1936,493.0,3.0,https://www.ndk.cz/view/uuid:a0eed6f0-3788-11dd-abcf-000d606f5dc6?page=uuid:b6c5de36-6edb-4a20-8245-f8536546bb4b
440,1639218,1917,336.0,1.0,https://www.ndk.cz/view/uuid:08339420-75e9-11dc-bf94-000d606f5dc6?page=uuid:df124912-2c65-4b30-bed0-dea715181cda
441,1639242,1943,211.0,7.0,https://www.ndk.cz/view/uuid:118c9040-6dd1-11dd-ada2-000d606f5dc6?page=uuid:77582dff-8145-46be-8f45-7eed1f10cd14
442,1639243,1932,578.0,7.0,https://www.ndk.cz/view/uuid:684c1860-ad3d-11dc-9145-000d606f5dc6?page=uuid:9342a4b2-d3ec-4eea-ac5f-8908bc1689f5
